token_id	lexeme	count
3407	mary's	4
3408	mead	4
3409	meaning	4
3410	meekin	4
3411	meekness	4
3412	mellowing	4
3413	melody	4
3414	mend	4
3415	meshes	4
3416	metres	4
3417	miles	4
3418	milked	4
3419	mind-forged	4
3420	mingling	4
3421	minstrels	4
3422	miracles	4
3423	mix	4
3424	mne	4
3425	moment's	4
3426	moons	4
3427	moony	4
3428	mortality	4
3429	mortals	4
3430	motto	4
3431	mould	4
3432	mount	4
3433	mountebank	4
3434	multitude	4
3435	murmurs	4
3436	musk	4
3437	n	4
3438	nameless	4
3439	native	4
3440	nd	4
3441	nearer	4
3442	ned	4
3443	newer	4
3444	nibbled	4
3445	nightingale	4
3446	nightmare	4
3447	nipped	4
3448	noon	4
3449	noonday	4
3450	nourish	4
3451	nurse	4
3452	nuts	4
3453	oaths	4
3454	observation	4
3455	observe	4
3456	offered	4
3457	ona	4
3458	oppression	4
3459	ornament	4
3460	ours	4
3461	outshone	4
3462	outstretched	4
3463	pair	4
3464	palace-walls	4
3465	paleness	4
3466	pan's	4
3467	pang	4
3468	parsons	4
3469	parting	4
3470	partner	4
3471	passion's	4
3472	passionless	4
3473	pathless	4
3474	patience	4
3475	paul's	4
3476	peaceful	4
3477	pearly	4
3478	pensive	4
3479	perceived	4
3480	perch	4
3481	perches	4
3482	perplex	4
3483	philosophical	4
3484	phrases	4
3485	picks	4
3486	pilgrimage	4
3487	pined	4
3488	plot	4
3489	plowman	4
3490	pluck'd	4
3491	plucked	4
3492	poem	4
3493	pointed	4
3494	pools	4
3495	portico	4
3496	possessed	4
3497	possession	4
3498	pouring	4
3499	preach	4
3500	preface	4
3501	press	4
3502	pressed	4
3503	presume	4
3504	priestly	4
3505	primal	4
3506	printer	4
3507	prisoned	4
3508	problems	4
3509	psychology	4
3510	public	4
3511	purify	4
3512	puts	4
3513	quarrel	4
3514	quickeneth	4
3515	rais'd	4
3516	rape	4
3517	rapt	4
3518	raptures	4
3519	ravel	4
3520	reached	4
3521	reaches	4
3522	reaching	4
3523	reap	4
3524	reasons	4
3525	reclind	4
3526	reduced	4
3527	reed	4
3528	reflection	4
3529	regale	4
3530	rehearse	4
3531	rejoicing	4
3532	remembered	4
3533	rended	4
3534	repent	4
3535	report	4
3536	respect	4
3537	resurrection	4
3538	riddle	4
3539	riddled	4
3540	rob	4
3541	rode	4
3542	roman	4
3543	ruby	4
3544	rude	4
3545	rugged	4
3546	ruined	4
3547	ruining	4
3548	rural	4
3549	rush	4
3550	sacrifice	4
3551	saild	4
3552	saintly	4
3553	sand	4
3554	satyr	4
3555	saxe-gotha	4
3556	sayest	4
3557	scatter	4
3558	scatters	4
3559	school	4
3560	schoolboy	4
3561	score	4
3562	scream	4
3563	scrupled	4
3564	seated	4
3565	seats	4
3566	secresy	4
3567	seize	4
3568	seized	4
3569	self-begotten	4
3570	self-deceiving	4
3571	self-love	4
3572	sequel	4
3573	seraphim	4
3574	serious	4
3575	serving	4
3576	several	4
3577	shadowy	4
3578	shaft	4
3579	shaking	4
3580	shames	4
3581	shaved	4
3582	she's	4
3583	sheer	4
3584	shepherd's	4
3585	shewd	4
3586	shewed	4
3587	shewn	4
3588	shielded	4
3589	shines	4
3590	shirt	4
3591	shoal	4
3592	shod	4
3593	shores	4
3594	shorter	4
3595	shoulder	4
3596	shouted	4
3597	shower	4
3598	shrilling	4
3599	shun	4
3600	sides	4
3601	sighing	4
3602	sightless	4
3603	sign	4
3604	silky	4
3605	silly	4
3606	sinews	4
3607	singing	4
3608	sinuous	4
3609	sisters	4
3610	sittest	4
3611	skin	4
3612	slender	4
3613	slew	4
3614	slime	4
3615	slips	4
3616	slumber	4
3617	slumbrous	4
3618	smelling	4
3619	smild	4
3620	smote	4
3621	snake	4
3622	snare	4
3623	sob	4
3624	solitude	4
3625	somebody	4
3626	sorceries	4
3627	sorrow's	4
3628	sounds	4
3629	sour	4
3630	sow	4
3631	sower	4
3632	spark	4
3633	sparrow	4
3634	sparrows	4
3635	speaks	4
3636	speech	4
3637	splendours	4
3638	sprang	4
3639	spray	4
3640	sprouts	4
3641	squire	4
3642	stab	4
3643	staff	4
3644	staggers	4
3645	stain'd	4
3646	stalked	4
3647	starless	4
3648	stature	4
3649	steeds	4
3650	stormy	4
3651	strain	4
3652	strangely	4
3653	strangers	4
3654	stray	4
3655	strays	4
3656	streets	4
3657	stretched	4
3658	strike	4
3659	stroke	4
3660	stronger	4
3661	struggling	4
3662	subjection	4
3663	substance	4
3664	subtler	4
3665	success	4
3666	suffered	4
3667	sulk	4
3668	sum	4
3669	sunburnt	4
3670	sunned	4
3671	supple	4
3672	surface	4
3673	surge	4
3674	susan	4
3675	swaddling-bands	4
3676	sway	4
3677	sweeper	4
3678	sweepers	4
3679	swept	4
3680	swiftness	4
3681	swim	4
3682	swims	4
3683	swinburne	4
3684	swoon	4
3685	sworded	4
3686	symbolism	4
3687	symbols	4
3688	sympathy	4
3689	ta'en	4
3690	taints	4
3691	tame	4
3692	tames	4
3693	tannhauser's	4
3694	teazing	4
3695	ten-thousand	4
3696	tenfold	4
3697	terrors	4
3698	thankfulness	4
3699	that's	4
3700	thel's	4
3701	thickest	4
3702	thief	4
3703	third	4
3704	thoughtful	4
3705	threat	4
3706	threat'ning	4
3707	throb	4
3708	throw	4
3709	thrown	4
3710	throws	4
3711	thrush	4
3712	thunderings	4
3713	tiger's	4
3714	tirzah	4
3715	toil	4
3716	tombstones	4
3717	tongue-tied	4
3718	top	4
3719	torture	4
3720	touches	4
3721	tourney	4
3722	town	4
3723	trace	4
3724	traced	4
3725	transcend	4
3726	transcends	4
3727	transient	4
3728	transmuted	4
3729	travel-worn	4
3730	traveller's	4
3731	tremulous	4
3732	triangle	4
3733	trod	4
3734	trodden	4
3735	troubled	4
3736	turk	4
3737	twice	4
3738	twist	4
3739	twixt	4
3740	ugliness	4
3741	ugly	4
3742	uhu	4
3743	ultimation	4
3744	undying	4
3745	unexpected	4
3746	unhappiness	4
3747	unimagined	4
3748	unity	4
3749	unused	4
3750	unveiled	4
3751	uproar	4
3752	usurous	4
3753	vagabond	4
3754	vainly	4
3755	vanish'd	4
3756	vapour	4
3757	various	4
3758	veiled	4
3759	venerates	4
3760	venom	4
3761	verdant	4
3762	verily	4
3763	view'd	4
3764	visit	4
3765	visited	4
3766	voiceless	4
3767	von	4
3768	vows	4
3769	wait	4
3770	wakes	4
3771	walketh	4
3772	wanderer	4
3773	wanderers	4
3774	wands	4
3775	warbled	4
3776	wash	4
3777	washed	4
3778	wastrel	4
3779	we'll	4
3780	weeds	4
3781	wheat	4
3782	wherefore	4
3783	whirlwind	4
3784	whisperings	4
3785	whoever	4
3786	wholly	4
3787	whore	4
3788	widow's	4
3789	wight	4
3790	wildered	4
3791	wiles	4
3792	wilful	4
3793	willm	4
3794	wiped	4
3795	wished	4
3796	witless	4
3797	wizard	4
3798	woe-begone	4
3799	wolf	4
3800	wolvish	4
3801	wondering	4
3802	wondrous	4
3803	woodland	4
3804	woolly	4
3805	worthiness	4
3806	woven	4
3807	wrapping	4
3808	wraps	4
3809	wren	4
3810	writes	4
3811	yearning	4
3812	younger	4
3813	youth-time	4
3814	zeal	4
3815	absent	3
3816	abundant	3
3817	accepted	3
3818	accuse	3
3819	achieve	3
3820	achieves	3
3821	acquaintance	3
3822	acted	3
3823	adam	3
3824	adopted	3
3825	advance	3
3826	advancing	3
3827	advent	3
3828	affections	3
3829	affright	3
3830	afterward	3
3831	afterwards	3
3832	agree	3
3833	aid	3
3834	alack	3
3835	alter	3
3836	amiss	3
3837	animals	3
3838	animated	3
3839	annoyed	3
3840	antediluvians	3
3841	april	3
3842	archangel	3
3843	aright	3
3844	aristotle's	3
3845	arranged	3
3846	arrows	3
3847	asks	3
3848	assert	3
3849	asserted	3
3850	assure	3
3851	ate	3
3852	atlantic	3
3853	attempting	3
3854	attraction	3
3855	audit	3
3856	avoid	3
3857	baboons	3
3858	bait	3
3859	bands	3
3860	banners	3
3861	barr'd	3
3862	barriers	3
3863	basest	3
3864	bastard	3
3865	beamy	3
3866	beating	3
3867	beech	3
3868	bees	3
3869	begun	3
3870	behmen	3
3871	beings	3
3872	bell	3
3873	belong	3
3874	bertram's	3
3875	bibles	3
3876	binds	3
3877	bite	3
3878	bleached	3
3879	blest	3
3880	blooms	3
3881	blot	3
3882	blow	3
3883	blunt	3
3884	boasts	3
3885	boat	3
3886	bonds	3
3887	boston	3
3888	bough	3
3889	boughs	3
3890	braces	3
3891	brag	3
3892	bray	3
3893	brethren	3
3894	brick	3
3895	bricks	3
3896	brief	3
3897	brilliant	3
3898	brine	3
3899	brood	3
3900	brothels	3
3901	bruis'd	3
3902	builded	3
3903	buildings	3
3904	burn'd	3
3905	business	3
3906	call'd	3
3907	calumniate	3
3908	camp	3
3909	cancelled	3
3910	candle	3
3911	cap	3
3912	captain	3
3913	cared	3
3914	cart	3
3915	cataract	3
3916	catastrophe	3
3917	caused	3
3918	causes	3
3919	cave's	3
3920	changes	3
3921	changing	3
3922	chap	3
3923	chariots	3
3924	cherish'd	3
3925	cherub	3
3926	chest	3
3927	children's	3
3928	chinks	3
3929	chooses	3
3930	choosing	3
3931	chose	3
3932	christ's	3
3933	churches	3
3934	circumference	3
3935	cistern	3
3936	cities	3
3937	citizen	3
3938	cleansed	3
3939	clearing	3
3940	cliff	3
3941	cliffs	3
3942	climes	3
3943	coast	3
3944	code	3
3945	codes	3
3946	coined	3
3947	collected	3
3948	colour	3
3949	comforter	3
3950	complaind	3
3951	complexion	3
3952	conceit	3
3953	conceited	3
3954	conceived	3
3955	concord	3
3956	condemns	3
3957	confident	3
3958	confined	3
3959	confirmed	3
3960	confounds	3
3961	conquered	3
3962	conquers	3
3963	conquest	3
3964	consequences	3
3965	constancy	3
3966	consumes	3
3967	conventional	3
3968	cool	3
3969	copy	3
3970	corroding	3
3971	corruption	3
3972	couches	3
3973	councillors	3
3974	counterpart	3
3975	coupled	3
3976	courted	3
3977	covet	3
3978	crawling	3
3979	creations	3
3980	creatures	3
3981	crowning	3
3982	crushed	3
3983	cupid	3
3984	curb	3
3985	curl'd	3
3986	curs	3
3987	cursed	3
3988	damn	3
3989	dante	3
3990	darling	3
3991	deaf	3
3992	dearer	3
3993	decease	3
3994	dedicated	3
3995	deepest	3
3996	deer	3
3997	deface	3
3998	defiled	3
3999	define	3
4000	demons	3
4001	derivative	3
4002	description	3
4003	destruction	3
4004	destructive	3
4005	diabolical	3
4006	dined	3
4007	dinner	3
4008	diogenes	3
4009	dip	3
4010	discerned	3
4011	disciples	3
4012	displaying	3
4013	dispositions	3
4014	distilled	3
4015	dog	3
4016	dolors	3
4017	doting	3
4018	dove	3
4019	downward	3
4020	dragon-man	3
4021	dragons	3
4022	drained	3
4023	dross	3
4024	drown	3
4025	dry	3
4026	dung	3
4027	eagle-like	3
4028	echoes	3
4029	eclipse	3
4030	edge	3
4031	edom	3
4032	eggs	3
4033	elephant	3
4034	elephants	3
4035	elevated	3
4036	elijah	3
4037	embracing	3
4038	emerge	3
4039	enjoyment	3
4040	enjoyments	3
4041	enlarge	3
4042	enlarged	3
4043	enslaved	3
4044	enter'd	3
4045	entered	3
4046	entirely	3
4047	epithets	3
4048	except	3
4049	exception	3
4050	exclaim	3
4051	exist	3
4052	expanse	3
4053	expect	3
4054	expense	3
4055	exposes	3
4056	expression	3
4057	expunged	3
4058	exquisite	3
4059	exuberance	3
4060	eye's	3
4061	f	3
4062	faculty	3
4063	falsehoods	3
4064	fame	3
4065	fancies	3
4066	faster	3
4067	fathers	3
4068	fearfully	3
4069	fellow	3
4070	fervently	3
4071	fetters	3
4072	fibrous	3
4073	fifth	3
4074	fighting	3
4075	flagg'd	3
4076	flat-sided	3
4077	flatter	3
4078	flattery	3
4079	fluids	3
4080	folding	3
4081	forbid	3
4082	forbidden	3
4083	forgetful	3
4084	forgetfulness	3
4085	forgives	3
4086	forsooth	3
4087	fortune's	3
4088	french	3
4089	frost	3
4090	frown	3
4091	fuel	3
4092	function	3
4093	gains	3
4094	gardens	3
4095	gateway	3
